"Observer","Date","Year","TimeInitial","TimeFinal","TransectNumber","Site","Location","Country","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","MidTransDepth_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","TotalCounts","Distance","ExtrapolationValue","Status"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Haliotisrufescens",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Haliotissorenseni",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Kelletiakelletii",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Megastraeaturbanica",2,"",NA,"Concession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Megastraeaundosa",8,"",NA,"Concession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Megathuracrenulata",2,"",NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Mesocentrotusfranciscanus",9,"",NA,"Concession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Octopussp",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Panulirusinterruptus",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Parastichopusparvimensis",8,"",NA,"Concession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Patiriaminiata",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Pisastergiganteus",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Strongylocentrotuspurpuratus",5,"",NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","11:51","11:59"," 2","IslaNatividad","Babencho","Mexico","Fished","18.1","18.1","18.1","18.1","27.85768","-115.1913","14","8","Sunstarsp",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Anemonesp",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Cancersp",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Centrostephanuscoronatus",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Crassedomagiganteum",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Gorgoniansp",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Haliotiscorrugata",2,"",NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Haliotiscracherodii",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Haliotisfulgens",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Haliotisrufescens",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Haliotissorenseni",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Kelletiakelletii",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Megastraeaturbanica",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Megastraeaundosa",50,"",NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Megathuracrenulata",2,"",NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Mesocentrotusfranciscanus",2,"",NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Octopussp",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Panulirusinterruptus",0,NA,NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Parastichopusparvimensis",16,"",NA,"Concession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Patiriaminiata",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Pisastergiganteus",0,NA,NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Strongylocentrotuspurpuratus",2,"",NA,"NoConcession"
"Alonso Ramirez","8/21/06","2006","14:03","14:12"," 3","IslaNatividad","Babencho","Mexico","Fished","13.6","12.8","13.6","13.2","27.86332","-115.1863","14","8","Sunstarsp",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Anemonesp",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Cancersp",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Centrostephanuscoronatus",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Crassedomagiganteum",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Gorgoniansp",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Haliotiscorrugata",1,"",NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Haliotiscracherodii",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Haliotisfulgens",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Haliotisrufescens",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Haliotissorenseni",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Kelletiakelletii",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Megastraeaturbanica",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Megastraeaundosa",6,"",NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Megathuracrenulata",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Mesocentrotusfranciscanus",2,"",NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Octopussp",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Panulirusinterruptus",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Parastichopusparvimensis",1,"",NA,"Concession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Patiriaminiata",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Pisastergiganteus",2,"",NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Strongylocentrotuspurpuratus",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","11:56","12:01"," 4","IslaNatividad","Babencho","Mexico","Fished","18.4","16.5","18.4","17.45","27.85768","-115.1913","13","8","Sunstarsp",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Anemonesp",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Cancersp",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Centrostephanuscoronatus",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Crassedomagiganteum",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Gorgoniansp",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Haliotiscorrugata",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Haliotiscracherodii",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Haliotisfulgens",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Haliotisrufescens",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Haliotissorenseni",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Kelletiakelletii",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Megastraeaturbanica",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Megastraeaundosa",36,"",NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Megathuracrenulata",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Mesocentrotusfranciscanus",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Octopussp",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Panulirusinterruptus",0,NA,NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Parastichopusparvimensis",1,"",NA,"Concession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Patiriaminiata",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Pisastergiganteus",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Strongylocentrotuspurpuratus",0,NA,NA,"NoConcession"
"Alonso Grosso","8/21/06","2006","14:03","14:09"," 5","IslaNatividad","Babencho","Mexico","Fished","14.2","12.4","14.2","13.3","27.86332","-115.1863","14","8","Sunstarsp",0,NA,NA,"NoConcession"
