"Observer","Date","Month","Day","Year","TransectNumber","TimeInitial","TimeFinal","Location","Site","Zone","Country","DepthInitial","DepthFinal","DepthMax","MidTransDepth","Latitude","Longitude","Temperature","Visibility","Genusspecies","Abundance","NumberStipes","TransDistance","newdate"
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,2,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,7,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,4,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,5,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,2,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,1,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,9,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,2,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,2,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,19,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,24,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,9,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,10,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,5,NA,2006-08-15
"AbrahamMayoral","8/15/06",8,15,2006,9,"12:34","12:50","LaPlana","IslaNatividad","Reserve","Mexico",5.7,3.8,5.7,4.8,27.84966,-115.16748,NA,4,"Macrocystispyrifera",1,2,24,2006-08-15
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,6,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,6,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,2,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,1,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,4,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,5,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,8,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,11,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,6,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,7,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,9,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,2,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,2,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,4,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,5,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,4,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,5,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,1,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,12,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,1,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,1,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,2,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,5,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,2,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,1,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,1,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,8,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,4,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,1,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,2,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,2,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,17,"10:04","10:12","LaPlana","IslaNatividad","Reserve","Mexico",15.3,16.3,16.3,15.8,27.8429,-115.17345,NA,5,"Macrocystispyrifera",1,6,20,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,18,"12:40","12:46","LaPlana","IslaNatividad","Reserve","Mexico",10.8,10,10.8,10.4,27.84686,-115.17296,NA,5,"Eiseniaarborea",39,NA,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,18,"12:40","12:46","LaPlana","IslaNatividad","Reserve","Mexico",10.8,10,10.8,10.4,27.84686,-115.17296,NA,5,"Macrocystispyrifera",1,8,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,18,"12:40","12:46","LaPlana","IslaNatividad","Reserve","Mexico",10.8,10,10.8,10.4,27.84686,-115.17296,NA,5,"Macrocystispyrifera",1,6,NA,2006-08-16
"AbrahamMayoral","8/16/06",8,16,2006,18,"12:40","12:46","LaPlana","IslaNatividad","Reserve","Mexico",10.8,10,10.8,10.4,27.84686,-115.17296,NA,5,"Macrocystispyrifera",1,3,NA,2006-08-16
