"Observer","Date","Month","Day","Year","TimeInitial","TimeFinal","TransectNumber","Location","Site","Zone","Country","DepthInitial","DepthFinal","DepthMax","MidTransDepth","Latitude","Longitude","Temperature","Visibility","Genusspecies","Abundance","Distance","newdate"
"ElbaLopez","7/31/13",7,31,2013,"11:04","11:10",1,"PuntaPrieta","IslaNatividad","Reserve","Mexico",11.3,11.8,11.8,11.55,"27.88845",-115.19221,18,6,"Centrostephanuscoronatus",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"11:04","11:10",1,"PuntaPrieta","IslaNatividad","Reserve","Mexico",11.3,11.8,11.8,11.55,"27.88845",-115.19221,18,6,"Cancerspp",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"11:04","11:10",1,"PuntaPrieta","IslaNatividad","Reserve","Mexico",11.3,11.8,11.8,11.55,"27.88845",-115.19221,18,6,"Loxorhynchusgrandis",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"11:04","11:10",1,"PuntaPrieta","IslaNatividad","Reserve","Mexico",11.3,11.8,11.8,11.55,"27.88845",-115.19221,18,6,"Octopusspp",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Haliotiscorrugata",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Haliotisfulgens",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Haliotisassimilis",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Haliotissorenseni",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Haliotiscracherodii",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Haliotisrufescens",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Haliotisspp",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Panulirusinterruptus",3,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Parastichopusparvimensis",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Pisastergiganteus",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Sunstarspp",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Megastraeaundosa",4,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Megastraeaturbanica",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Kelletiakelltii",5,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Megathuracrenulata",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Crassedomagiganteum",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Gorgonianspp",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Lophogorgiachilensis",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Strongylocentrotusfranciscanus",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Strongylocentrotuspurpuratus",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Centrostephanuscoronatus",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Cancerspp",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Loxorhynchusgrandis",0,NA,2013-07-31
"ElbaLopez","7/31/13",7,31,2013,"1:28","1:35",2,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.3,11.3,11.3,10.3,"27.88853",-115.19287,18,6,"Octopusspp",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Haliotiscorrugata",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Haliotisfulgens",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Haliotisassimilis",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Haliotissorenseni",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Haliotiscracherodii",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Haliotisrufescens",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Haliotisspp",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Panulirusinterruptus",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Parastichopusparvimensis",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Pisastergiganteus",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Sunstarspp",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Megastraeaundosa",11,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Megastraeaturbanica",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Kelletiakelletii",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Megathuracrenulata",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Crassedomagiganteum",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Gorgonianspp",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Lophogorgiachilensis",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Strongylocentrotusfranciscanus",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Strongylocentrotuspurpuratus",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Centrostephanuscoronatus",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Cancerspp",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Loxorhynchusgrandis",0,NA,2013-07-31
"EsmeraldaAlbanez","7/31/13",7,31,2013,"1:16","1:23",3,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.8,9.8,9.8,9.8,"27.88853",-115.19297,19,6,"Octopusspp",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Haliotiscorrugata",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Haliotisfulgens",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Haliotisassimilis",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Haliotissorenseni",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Haliotiscracherodii",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Haliotisrufescens",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Haliotisspp",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Panulirusinterruptus",3,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Parastichopusparvimensis",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Pisastergiganteus",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Sunstarspp",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Megastraeaundosa",8,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Megastraeaturbanica",32,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Kelletiakelletii",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Megathuracrenulata",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Crassedomagiganteum",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Gorgonianspp",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Lophogorgiachilensis",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Strongylocentrotusfranciscanus",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Strongylocentrotuspurpuratus",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Centrostephanuscoronatus",3,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Cancerspp",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Loxorhynchusgrandis",0,NA,2013-07-31
"Mitzileal","7/31/13",7,31,2013,"1:27","1:32",4,"PuntaPrieta","IslaNatividad","Reserve","Mexico",9.4,8.7,9.4,9.05,"27.88853",-115.19287,18,6,"Octopusspp",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Haliotiscorrugata",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Haliotisfulgens",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Haliotisassimilis",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Haliotissorenseni",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Haliotiscracherodii",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Haliotisrufescens",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Haliotisspp",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Panulirusinterruptus",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Parastichopusparvimensis",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Pisastergiganteus",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Sunstarspp",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Megastraeaundosa",24,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Megastraeaturbanica",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Kelletiakelletii",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Megathuracrenulata",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Crassedomagiganteum",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Gorgonianspp",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Lophogorgiachilensis",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Strongylocentrotusfranciscanus",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Strongylocentrotuspurpuratus",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Centrostephanuscoronatus",0,NA,2013-07-31
"AlonsoMurillo","7/31/13",7,31,2013,"10:30","10:34",5,"PuntaPrieta","IslaNatividad","Reserve","Mexico",14,14,14,14,"27.89078",-115.19325,18,14,"Cancerspp",0,NA,2013-07-31
