codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),Longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),especie,abundancia total,Distancia,Direccion,Abundancia  NO extrapolada,Observaciones
INREBA-210806-AR-1-2-DI,Alonso Ramirez,8/21/06,2006,11:51,11:59,0:08,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,59.73,18.1,59.73,18.1,59.73,18.1,60,18.1,27.85768,-115.19135,57.2,14,8,Megastraea turbanica,2,n/a,30,,
INREBA-210806-AR-1-2-DI,Alonso Ramirez,8/21/06,2006,11:51,11:59,0:08,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,59.73,18.1,59.73,18.1,59.73,18.1,60,18.1,27.85768,-115.19135,57.2,14,8,Megathura crenulata,2,n/a,30,,
INREBA-210806-AR-1-2-DI,Alonso Ramirez,8/21/06,2006,11:51,11:59,0:08,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,59.73,18.1,59.73,18.1,59.73,18.1,60,18.1,27.85768,-115.19135,57.2,14,8,Strongylocentrotus franciscanus,9,n/a,30,,
INREBA-210806-AR-1-2-DI,Alonso Ramirez,8/21/06,2006,11:51,11:59,0:08,2,1,2,2,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,59.73,18.1,59.73,18.1,59.73,18.1,60,18.1,27.85768,-115.19135,57.2,14,8,Strongylocentrotus purpuratus,5,n/a,30,,
INREBA-210806-AR-2-3-DI,Alonso Ramirez,8/21/06,2006,14:03,14:12,0:09,2,2,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,44.88,13.6,42.24,12.8,44.88,13.6,44,13.2,27.86332,-115.18625,57.2,14,8,Haliotis corrugata,2,n/a,30,,
INREBA-210806-AR-2-3-DI,Alonso Ramirez,8/21/06,2006,14:03,14:12,0:09,2,2,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,44.88,13.6,42.24,12.8,44.88,13.6,44,13.2,27.86332,-115.18625,57.2,14,8,Parastichopus parvimensis,16,n/a,30
INREBA-210806-AR-2-3-DI,Alonso Ramirez,8/21/06,2006,14:03,14:12,0:09,2,2,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,44.88,13.6,42.24,12.8,44.88,13.6,44,13.2,27.86332,-115.18625,57.2,14,8,Megastraea undosa,50,n/a,30
INREBA-210806-AR-2-3-DI,Alonso Ramirez,8/21/06,2006,14:03,14:12,0:09,2,2,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,44.88,13.6,42.24,12.8,44.88,13.6,44,13.2,27.86332,-115.18625,57.2,14,8,Megathura crenulata,2,n/a,30
INREBA-210806-AR-2-3-DI,Alonso Ramirez,8/21/06,2006,14:03,14:12,0:09,2,2,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,44.88,13.6,42.24,12.8,44.88,13.6,44,13.2,27.86332,-115.18625,57.2,14,8,Strongylocentrotus franciscanus,2,n/a,30
INREBA-210806-AR-2-3-DI,Alonso Ramirez,8/21/06,2006,14:03,14:12,0:09,2,2,3,3,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,44.88,13.6,42.24,12.8,44.88,13.6,44,13.2,27.86332,-115.18625,57.2,14,8,Strongylocentrotus purpuratus,2,n/a,30
INREBA-210806-AG-1-4-DI,Alonso Grosso,8/21/06,2006,11:56,12:01,0:05,2,1,4,4,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,60.72,18.4,54.45,16.5,60.72,18.4,58,17.45,27.85768,-115.19135,55.4,13,8,Haliotis corrugata,1,n/a,30
INREBA-210806-AG-1-4-DI,Alonso Grosso,8/21/06,2006,11:56,12:01,0:05,2,1,4,4,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,60.72,18.4,54.45,16.5,60.72,18.4,58,17.45,27.85768,-115.19135,55.4,13,8,Parastichopus parvimensis,1,n/a,30
INREBA-210806-AG-1-4-DI,Alonso Grosso,8/21/06,2006,11:56,12:01,0:05,2,1,4,4,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,60.72,18.4,54.45,16.5,60.72,18.4,58,17.45,27.85768,-115.19135,55.4,13,8,Pisaster giganteus,2,n/a,30
INREBA-210806-AG-1-4-DI,Alonso Grosso,8/21/06,2006,11:56,12:01,0:05,2,1,4,4,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,60.72,18.4,54.45,16.5,60.72,18.4,58,17.45,27.85768,-115.19135,55.4,13,8,Megastraea undosa,6,n/a,30
INREBA-210806-AG-1-4-DI,Alonso Grosso,8/21/06,2006,11:56,12:01,0:05,2,1,4,4,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,60.72,18.4,54.45,16.5,60.72,18.4,58,17.45,27.85768,-115.19135,55.4,13,8,Strongylocentrotus franciscanus,2,n/a,30
INREBA-210806-AG-2-5-DI,Alonso Grosso,8/21/06,2006,14:03,14:09,0:06,2,2,5,5,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.86,14.2,40.92,12.4,46.86,14.2,44,13.3,27.86332,-115.18625,57.2,14,8,Parastichopus parvimensis,1,n/a,30
INREBA-210806-AG-2-5-DI,Alonso Grosso,8/21/06,2006,14:03,14:09,0:06,2,2,5,5,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.86,14.2,40.92,12.4,46.86,14.2,44,13.3,27.86332,-115.18625,57.2,14,8,Megastraea undosa,36,n/a,30
INREBA-230806-AM-1-6-DI,Abraham Mayoral,8/23/06,2006,11:10,11:17,0:07,2,1,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.2,14,48.51,14.7,48.51,14.7,47,14.35,27.86075,-115.18935,59,15,5,Haliotis corrugata,2,n/a,n/d
INREBA-230806-AM-1-6-DI,Abraham Mayoral,8/23/06,2006,11:10,11:17,0:07,2,1,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.2,14,48.51,14.7,48.51,14.7,47,14.35,27.86075,-115.18935,59,15,5,Parastichopus parvimensis,4,n/a,n/d
INREBA-230806-AM-1-6-DI,Abraham Mayoral,8/23/06,2006,11:10,11:17,0:07,2,1,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.2,14,48.51,14.7,48.51,14.7,47,14.35,27.86075,-115.18935,59,15,5,Pisaster giganteus,1,n/a,n/d
INREBA-230806-AM-1-6-DI,Abraham Mayoral,8/23/06,2006,11:10,11:17,0:07,2,1,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.2,14,48.51,14.7,48.51,14.7,47,14.35,27.86075,-115.18935,59,15,5,Megastraea undosa,50,30,n/d
INREBA-230806-AM-1-6-DI,Abraham Mayoral,8/23/06,2006,11:10,11:17,0:07,2,1,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.2,14,48.51,14.7,48.51,14.7,47,14.35,27.86075,-115.18935,59,15,5,Megastraea turbanica,2,n/a,n/d
INREBA-230806-AM-1-6-DI,Abraham Mayoral,8/23/06,2006,11:10,11:17,0:07,2,1,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.2,14,48.51,14.7,48.51,14.7,47,14.35,27.86075,-115.18935,59,15,5,Muricea californica,1,n/a,n/d
INREBA-230806-AM-1-6-DI,Abraham Mayoral,8/23/06,2006,11:10,11:17,0:07,2,1,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.2,14,48.51,14.7,48.51,14.7,47,14.35,27.86075,-115.18935,59,15,5,Strongylocentrotus franciscanus,2,n/a,n/d
INREBA-230806-AM-1-6-DI,Abraham Mayoral,8/23/06,2006,11:10,11:17,0:07,2,1,6,6,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,46.2,14,48.51,14.7,48.51,14.7,47,14.35,27.86075,-115.18935,59,15,5,Centrostephanus coronatus,1,n/a,n/d
INREBA-230806-AM-2-7-DI,Abraham Mayoral,8/23/06,2006,12:43,12:48,0:05,2,2,7,7,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,23.43,7.1,34.32,10.4,29,8.75,27.86467,-115.18575,59,15,5,Panulirus interruptus,5,n/a,n/d
INREBA-230806-AM-2-7-DI,Abraham Mayoral,8/23/06,2006,12:43,12:48,0:05,2,2,7,7,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,23.43,7.1,34.32,10.4,29,8.75,27.86467,-115.18575,59,15,5,Megastraea undosa,8,n/a,n/d
INREBA-230806-AM-2-7-DI,Abraham Mayoral,8/23/06,2006,12:43,12:48,0:05,2,2,7,7,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,23.43,7.1,34.32,10.4,29,8.75,27.86467,-115.18575,59,15,5,Muricea californica,3,n/a,n/d
INREBA-230806-AM-2-7-DI,Abraham Mayoral,8/23/06,2006,12:43,12:48,0:05,2,2,7,7,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,34.32,10.4,23.43,7.1,34.32,10.4,29,8.75,27.86467,-115.18575,59,15,5,Lophogorgia chilensis,1,n/a,n/d
INREBA-230806-AR-1-9-DI,Alonso Ramirez,8/23/06,2006,11:08,11:14,0:06,2,1,8,8,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,48.18,14.6,50.16,15.2,50.16,15.2,49,14.9,27.86075,-115.18935,59,15,5,Haliotis corrugata,1,n/a,210
INREBA-230806-AR-1-9-DI,Alonso Ramirez,8/23/06,2006,11:08,11:14,0:06,2,1,8,8,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,48.18,14.6,50.16,15.2,50.16,15.2,49,14.9,27.86075,-115.18935,59,15,5,Panulirus interruptus,5,n/a,210
INREBA-230806-AR-1-9-DI,Alonso Ramirez,8/23/06,2006,11:08,11:14,0:06,2,1,8,8,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,48.18,14.6,50.16,15.2,50.16,15.2,49,14.9,27.86075,-115.18935,59,15,5,Parastichopus parvimensis,20,n/a,210
INREBA-230806-AR-1-9-DI,Alonso Ramirez,8/23/06,2006,11:08,11:14,0:06,2,1,8,8,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,48.18,14.6,50.16,15.2,50.16,15.2,49,14.9,27.86075,-115.18935,59,15,5,Megastraea undosa,35,n/a,210
INREBA-230806-AR-1-9-DI,Alonso Ramirez,8/23/06,2006,11:08,11:14,0:06,2,1,8,8,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,48.18,14.6,50.16,15.2,50.16,15.2,49,14.9,27.86075,-115.18935,59,15,5,Megathura crenulata,11,n/a,210
INREBA-230806-AR-1-9-DI,Alonso Ramirez,8/23/06,2006,11:08,11:14,0:06,2,1,8,8,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,48.18,14.6,50.16,15.2,50.16,15.2,49,14.9,27.86075,-115.18935,59,15,5,Strongylocentrotus franciscanus,2,n/a,210
INREBA-230806-AR-2-10-DI,Alonso Ramirez,8/23/06,2006,12:39,12:41,0:02,2,2,9,9,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,29.04,8.8,31.02,9.4,31.02,9.4,30,9.1,27.86467,-115.18575,60.8,16,5,Panulirus interruptus,1,n/a,210
INREBA-230806-AR-2-10-DI,Alonso Ramirez,8/23/06,2006,12:39,12:41,0:02,2,2,9,9,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,29.04,8.8,31.02,9.4,31.02,9.4,30,9.1,27.86467,-115.18575,60.8,16,5,Megastraea undosa,10,n/a,210
INREBA-230806-AR-2-10-DI,Alonso Ramirez,8/23/06,2006,12:39,12:41,0:02,2,2,9,9,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,29.04,8.8,31.02,9.4,31.02,9.4,30,9.1,27.86467,-115.18575,60.8,16,5,Megathura crenulata,1,n/a,210
INREBA-230806-AG-1-10-DI,Alonso Grosso,8/23/06,2006,11:14,11:19,0:05,2,1,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,50.16,15.2,42.24,12.8,50.16,15.2,46,14,27.86075,-115.18935,59,15,6,Parastichopus parvimensis,8,n/a,210
INREBA-230806-AG-1-10-DI,Alonso Grosso,8/23/06,2006,11:14,11:19,0:05,2,1,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,50.16,15.2,42.24,12.8,50.16,15.2,46,14,27.86075,-115.18935,59,15,6,Megastraea undosa,115,n/a,210
INREBA-230806-AG-1-10-DI,Alonso Grosso,8/23/06,2006,11:14,11:19,0:05,2,1,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,50.16,15.2,42.24,12.8,50.16,15.2,46,14,27.86075,-115.18935,59,15,6,Megathura crenulata,1,n/a,210
INREBA-230806-AG-1-10-DI,Alonso Grosso,8/23/06,2006,11:14,11:19,0:05,2,1,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,50.16,15.2,42.24,12.8,50.16,15.2,46,14,27.86075,-115.18935,59,15,6,Muricea californica,5,n/a,210
INREBA-230806-AG-1-10-DI,Alonso Grosso,8/23/06,2006,11:14,11:19,0:05,2,1,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,50.16,15.2,42.24,12.8,50.16,15.2,46,14,27.86075,-115.18935,59,15,6,Strongylocentrotus franciscanus,2,n/a,210
INREBA-230806-AG-1-10-DI,Alonso Grosso,8/23/06,2006,11:14,11:19,0:05,2,1,10,10,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,50.16,15.2,42.24,12.8,50.16,15.2,46,14,27.86075,-115.18935,59,15,6,Centrostephanus coronatus,1,n/a,210
INREBA-230806-AG-2-11-DI,Alonso Grosso,8/23/06,2006,12:43,12:51,0:08,2,2,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,27.72,8.4,28.38,8.6,28.38,8.6,28,8.5,27.86522,-115.18655,59,15,6,Panulirus interruptus,6,n/a,210
INREBA-230806-AG-2-11-DI,Alonso Grosso,8/23/06,2006,12:43,12:51,0:08,2,2,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,27.72,8.4,28.38,8.6,28.38,8.6,28,8.5,27.86522,-115.18655,59,15,6,Parastichopus parvimensis,5,n/a,210
INREBA-230806-AG-2-11-DI,Alonso Grosso,8/23/06,2006,12:43,12:51,0:08,2,2,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,27.72,8.4,28.38,8.6,28.38,8.6,28,8.5,27.86522,-115.18655,59,15,6,Megastraea undosa,8,n/a,210
INREBA-230806-AG-2-11-DI,Alonso Grosso,8/23/06,2006,12:43,12:51,0:08,2,2,11,11,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,27.72,8.4,28.38,8.6,28.38,8.6,28,8.5,27.86522,-115.18655,59,15,6,Megathura crenulata,2,n/a,210
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Haliotis corrugata,6,n/a,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Panulirus interruptus,3,n/a,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Parastichopus parvimensis,6,n/a,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Megastraea undosa,100,15,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Megastraea turbanica,20,n/a,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Megathura crenulata,3,n/a,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Muricea californica,4,n/a,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Lophogorgia chilensis,2,n/a,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Strongylocentrotus franciscanus,11,n/a,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Strongylocentrotus purpuratus,8,n/a,n/d
INLADU-180806-AM-1-1-DI,Abraham Mayoral,8/18/06,2006,10:51,11:06,0:15,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,39.93,12.1,41.58,12.6,41.58,12.6,41,12.35,27.84505,-115.14555,32,,5,Centrostephanus coronatus,5,n/a,n/d
INLADU-180806-AM-2-2-DI,Abraham Mayoral,8/18/06,2006,13:20,13:28,0:08,2,2,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,40.92,12.4,38.61,11.7,40.92,12.4,40,12.05,27.8439,-115.14488,32,,5,Haliotis corrugata,1,n/a,n/d
INLADU-180806-AM-2-2-DI,Abraham Mayoral,8/18/06,2006,13:20,13:28,0:08,2,2,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,40.92,12.4,38.61,11.7,40.92,12.4,40,12.05,27.8439,-115.14488,32,,5,Parastichopus parvimensis,3,n/a,n/d
INLADU-180806-AM-2-2-DI,Abraham Mayoral,8/18/06,2006,13:20,13:28,0:08,2,2,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,40.92,12.4,38.61,11.7,40.92,12.4,40,12.05,27.8439,-115.14488,32,,5,Megastraea undosa,375,4,n/d
INLADU-180806-AM-2-2-DI,Abraham Mayoral,8/18/06,2006,13:20,13:28,0:08,2,2,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,40.92,12.4,38.61,11.7,40.92,12.4,40,12.05,27.8439,-115.14488,32,,5,Megastraea turbanica,16,n/a,n/d
INLADU-180806-AM-2-2-DI,Abraham Mayoral,8/18/06,2006,13:20,13:28,0:08,2,2,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,40.92,12.4,38.61,11.7,40.92,12.4,40,12.05,27.8439,-115.14488,32,,5,Megathura crenulata,6,n/a,n/d
INLADU-180806-AM-2-2-DI,Abraham Mayoral,8/18/06,2006,13:20,13:28,0:08,2,2,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,40.92,12.4,38.61,11.7,40.92,12.4,40,12.05,27.8439,-115.14488,32,,5,Strongylocentrotus franciscanus,3,n/a,n/d
INLADU-180806-AM-2-2-DI,Abraham Mayoral,8/18/06,2006,13:20,13:28,0:08,2,2,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,40.92,12.4,38.61,11.7,40.92,12.4,40,12.05,27.8439,-115.14488,32,,5,Strongylocentrotus purpuratus,1,n/a,n/d
INLADU-180806-AM-2-2-DI,Abraham Mayoral,8/18/06,2006,13:20,13:28,0:08,2,2,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,40.92,12.4,38.61,11.7,40.92,12.4,40,12.05,27.8439,-115.14488,32,,5,Centrostephanus coronatus,3,n/a,n/d
INLADU-180806-AR-1-3-DI,Alonso Ramirez,8/18/06,2006,10:48,10:59,0:11,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.16,15.2,39.6,12,50.16,15.2,45,13.6,27.84505,-115.14555,32,,5,Haliotis corrugata,18,n/a,30
INLADU-180806-AR-1-3-DI,Alonso Ramirez,8/18/06,2006,10:48,10:59,0:11,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.16,15.2,39.6,12,50.16,15.2,45,13.6,27.84505,-115.14555,32,,5,Haliotis fulgens,2,n/a,30
INLADU-180806-AR-1-3-DI,Alonso Ramirez,8/18/06,2006,10:48,10:59,0:11,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.16,15.2,39.6,12,50.16,15.2,45,13.6,27.84505,-115.14555,32,,5,Panulirus interruptus,11,n/a,30,
INLADU-180806-AR-1-3-DI,Alonso Ramirez,8/18/06,2006,10:48,10:59,0:11,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.16,15.2,39.6,12,50.16,15.2,45,13.6,27.84505,-115.14555,32,,5,Parastichopus parvimensis,4,n/a,30,
INLADU-180806-AR-1-3-DI,Alonso Ramirez,8/18/06,2006,10:48,10:59,0:11,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.16,15.2,39.6,12,50.16,15.2,45,13.6,27.84505,-115.14555,32,,5,Megastraea undosa,500,3,30,50
INLADU-180806-AR-1-3-DI,Alonso Ramirez,8/18/06,2006,10:48,10:59,0:11,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.16,15.2,39.6,12,50.16,15.2,45,13.6,27.84505,-115.14555,32,,5,Megathura crenulata,1,n/a,30,
INLADU-180806-AR-1-3-DI,Alonso Ramirez,8/18/06,2006,10:48,10:59,0:11,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.16,15.2,39.6,12,50.16,15.2,45,13.6,27.84505,-115.14555,32,,5,Strongylocentrotus franciscanus,22,n/a,30,
INLADU-180806-AR-1-3-DI,Alonso Ramirez,8/18/06,2006,10:48,10:59,0:11,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.16,15.2,39.6,12,50.16,15.2,45,13.6,27.84505,-115.14555,32,,5,Strongylocentrotus purpuratus,14,n/a,30,
INLADU-180806-AR-1-3-DI,Alonso Ramirez,8/18/06,2006,10:48,10:59,0:11,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.16,15.2,39.6,12,50.16,15.2,45,13.6,27.84505,-115.14555,32,,5,Centrostephanus coronatus,2,n/a,30,
INLADU-180806-AR-2-4-DI,Alonso Ramirez,8/18/06,2006,13:20,13:29,0:09,2,2,4,4,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,41.25,12.5,43.23,13.1,43.23,13.1,42,12.8,27.84425,-115.14448,32,,5,Haliotis corrugata,10,n/a,210,
