codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),especie,Parche,talla,talla_correcta,"talla correcta, rounded (cm)",weight (g),fecundity (million eggs),fecundity Million eggs) corrected,Tiempo,Direccion,Abundancia
IMELPR-281110-ER-2-2-MAZ,Erasmo Romero,11/28/10,2010,13:06,13:49,0:43,2,2,2,2,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,19.8,6,23.1,7,23.1,7,21.45,6.5,24.66164,-112.17349,n/d,n/d,9,Azul,4,9,7.9665,8,54.76549552,-0.467609712,0,16,n/d,1
IMELPR-281110-ER-2-2-MAZ,Erasmo Romero,11/28/10,2010,13:06,13:49,0:43,2,2,2,2,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,19.8,6,23.1,7,23.1,7,21.45,6.5,24.66164,-112.17349,n/d,n/d,9,Azul,5,17,13.9505,14,359.8070405,0.325498305,0.325498305,39,n/d,1
IMELPR-281110-ER-1-3-MAZ,Ernesto Romero,11/28/10,2010,10:01,10:50,0:49,2,1,3,3,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,26.07,7.9,22.44,6.8,26.07,7.9,24.26,7.35,24.66181,-112.17298,n/d,n/d,9,Azul,1,12,10.2105,10,126.0799334,-0.282192173,0,1,n/d,1
IMELPR-281110-ER-1-3-MAZ,Ernesto Romero,11/28/10,2010,10:01,10:50,0:49,2,1,3,3,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,26.07,7.9,22.44,6.8,26.07,7.9,24.26,7.35,24.66181,-112.17298,n/d,n/d,9,Azul,2,14,11.7065,12,199.601119,-0.091037091,0,8,n/d,1
IMELPR-281110-ER-1-3-MAZ,Ernesto Romero,11/28/10,2010,10:01,10:50,0:49,2,1,3,3,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,26.07,7.9,22.44,6.8,26.07,7.9,24.26,7.35,24.66181,-112.17298,n/d,n/d,9,Azul,3,16,13.2025,13,298.9873199,0.167367032,0.167367032,13,n/d,1
IMELPR-281110-ER-1-3-MAZ,Ernesto Romero,11/28/10,2010,10:01,10:50,0:49,2,1,3,3,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,26.07,7.9,22.44,6.8,26.07,7.9,24.26,7.35,24.66181,-112.17298,n/d,n/d,9,Azul,4,15,12.4545,12,245.7787755,0.029024816,0.029024816,21,n/d,1
IMELPR-281110-ER-1-3-MAZ,Ernesto Romero,11/28/10,2010,10:01,10:50,0:49,2,1,3,3,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,26.07,7.9,22.44,6.8,26.07,7.9,24.26,7.35,24.66181,-112.17298,n/d,n/d,9,Azul,5,16,13.2025,13,298.9873199,0.167367032,0.167367032,29,n/d,1
IMELPR-281110-ER-1-3-MAZ,Ernesto Romero,11/28/10,2010,10:01,10:50,0:49,2,1,3,3,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,26.07,7.9,22.44,6.8,26.07,7.9,24.26,7.35,24.66181,-112.17298,n/d,n/d,9,Azul,6,12,10.2105,10,126.0799334,-0.282192173,0,30,n/d,1
IMELPR-281110-ER-1-3-MAZ,Ernesto Romero,11/28/10,2010,10:01,10:50,0:49,2,1,3,3,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,26.07,7.9,22.44,6.8,26.07,7.9,24.26,7.35,24.66181,-112.17298,n/d,n/d,9,Azul,7,18,14.6985,15,428.830192,0.504958499,0.504958499,34,n/d,1
IMELPR-281110-ER-1-3-MAZ,Ernesto Romero,11/28/10,2010,10:01,10:50,0:49,2,1,3,3,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,26.07,7.9,22.44,6.8,26.07,7.9,24.26,7.35,24.66181,-112.17298,n/d,n/d,9,Azul,8,10,8.7145,9,74.03937291,-0.41749763,0,37,n/d,1
IMELPR-281110-ER-1-3-MAZ,Ernesto Romero,11/28/10,2010,10:01,10:50,0:49,2,1,3,3,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,26.07,7.9,22.44,6.8,26.07,7.9,24.26,7.35,24.66181,-112.17298,n/d,n/d,9,Azul,9,8,7.2185,7,39.32147556,-0.507764164,0,40,n/d,1
IMELPR-281110-ER-2-4-MAZ,Ernesto Romero,11/28/10,2010,13:02,13:46,0:44,2,2,4,4,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,25.08,7.6,20.79,6.3,25.08,7.6,22.94,6.95,24.66187,-112.17224,n/d,n/d,9,Azul,1,8,7.2185,7,39.32147556,-0.507764164,0,12,n/d,1
IMELPR-281110-ER-2-4-MAZ,Ernesto Romero,11/28/10,2010,13:02,13:46,0:44,2,2,4,4,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,25.08,7.6,20.79,6.3,25.08,7.6,22.94,6.95,24.66187,-112.17224,n/d,n/d,9,Azul,2,16,13.2025,13,298.9873199,0.167367032,0.167367032,22,n/d,1
IMELPR-281110-ER-2-4-MAZ,Ernesto Romero,11/28/10,2010,13:02,13:46,0:44,2,2,4,4,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,25.08,7.6,20.79,6.3,25.08,7.6,22.94,6.95,24.66187,-112.17224,n/d,n/d,9,Azul,2,19,15.4465,15,506.6605807,0.70731751,0.70731751,22,n/d,1
IMELPR-281110-ER-2-4-MAZ,Ernesto Romero,11/28/10,2010,13:02,13:46,0:44,2,2,4,4,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,25.08,7.6,20.79,6.3,25.08,7.6,22.94,6.95,24.66187,-112.17224,n/d,n/d,9,Azul,2,20,16.1945,16,593.9131834,0.934174277,0.934174277,22,n/d,1
IMELPR-281110-ER-2-4-MAZ,Ernesto Romero,11/28/10,2010,13:02,13:46,0:44,2,2,4,4,El Progresista,"El progresista, Isla Magdalena, Baja California Sur",2,25.08,7.6,20.79,6.3,25.08,7.6,22.94,6.95,24.66187,-112.17224,n/d,n/d,9,Azul,3,15,12.4545,12,245.7787755,0.029024816,0.029024816,37,n/d,1
IMPUTE-271110-ER-1-1-MAZ,Ernesto Romero,11/27/10,2010,10:02,10:38,0:36,2,1,1,1,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",1,40.26,12.2,50.16,15.2,50.16,15.2,45.21,13.7,24.66199,-112.1802,n/d,n/d,5,Azul,1,13,10.9585,11,159.8864849,-0.194295139,0,24,n/d,1
IMPUTE-271110-ER-1-1-MAZ,Ernesto Romero,11/27/10,2010,10:02,10:38,0:36,2,1,1,1,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",1,40.26,12.2,50.16,15.2,50.16,15.2,45.21,13.7,24.66199,-112.1802,n/d,n/d,5,Azul,1,16,13.2025,13,298.9873199,0.167367032,0.167367032,24,n/d,1
IMPUTE-271110-ER-1-1-MAZ,Ernesto Romero,11/27/10,2010,10:02,10:38,0:36,2,1,1,1,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",1,40.26,12.2,50.16,15.2,50.16,15.2,45.21,13.7,24.66199,-112.1802,n/d,n/d,5,Azul,2,16,13.2025,13,298.9873199,0.167367032,0.167367032,36,n/d,1
IMPUTE-271110-ER-2-2-MAZ,Ernesto Romero,11/27/10,2010,12:15,12:28,0:13,2,2,2,2,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",1,36.63,11.1,40.26,12.2,40.26,12.2,38.45,11.65,24.65128,-112.18231,n/d,n/d,5,Azul,1,12,10.2105,10,126.0799334,-0.282192173,0,15,0,1
IMPUTE-271110-ER-2-2-MAZ,Ernesto Romero,11/27/10,2010,12:15,12:28,0:13,2,2,2,2,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",1,36.63,11.1,40.26,12.2,40.26,12.2,38.45,11.65,24.65128,-112.18231,n/d,n/d,5,Azul,2,15,12.4545,12,245.7787755,0.029024816,0.029024816,28,0,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,1,8,7.2185,7,39.32147556,-0.507764164,0,20,0,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,1,10,8.7145,9,74.03937291,-0.41749763,0,20,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,1,10,8.7145,9,74.03937291,-0.41749763,0,20,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,2,13,10.9585,11,159.8864849,-0.194295139,0,23,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,3,5,4.9745,5,11.2544978,-0.580738306,0,28,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,3,5,4.9745,5,11.2544978,-0.580738306,0,28,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,3,16,13.2025,13,298.9873199,0.167367032,0.167367032,28,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,4,10,8.7145,9,74.03937291,-0.41749763,0,32,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,4,10,8.7145,9,74.03937291,-0.41749763,0,32,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,4,16,13.2025,13,298.9873199,0.167367032,0.167367032,32,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,4,16,13.2025,13,298.9873199,0.167367032,0.167367032,32,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,5,10,8.7145,9,74.03937291,-0.41749763,0,38,180,1
IMELAB-271110-ER-1-1-MAZ,Erasmo Romero,11/27/10,2010,11:18,11:44,0:26,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,6,21,16.9425,17,691.2137985,1.187155876,1.187155876,41,180,1
IMPUBA-261110-ER-1-3-MAZ,Erasmo Romero,11/26/10,2010,11:15,11:45,0:30,2,1,3,3,Punta Blanca Garropas,"Punta Blanca garropas, Isla Magdalena, Baja California Sur",1,49.5,15,33,10,49.5,15,41.25,12.5,24.6605,-112.18179,n/d,n/d,3,Azul,1,10,8.7145,9,74.03937291,-0.41749763,0,3,180,1
IMPUBA-261110-ER-2-2-MAZ,Ernesto Romero,11/26/10,2010,12:05,12:36,0:31,2,2,2,2,Punta Blanca Garropas,"Punta Blanca garropas, Isla Magdalena, Baja California Sur",1,33.33,10.1,39.27,11.9,39.27,11.9,36.3,11,24.6605,-112.18179,n/d,n/d,3,Azul,1,16,13.2025,13,298.9873199,0.167367032,0.167367032,25,0,1
IMPUBA-261110-ER-1-1-MAZ,Ernesto Romero,11/26/10,2010,10:02,10:35,0:33,2,1,1,1,Punta Blanca Garropas,"Punta Blanca garropas, Isla Magdalena, Baja California Sur",1,46.53,14.1,46.2,14,46.53,14.1,46.37,14.05,24.66053,-112.17095,n/d,n/d,3,Azul,1,14,11.7065,12,199.601119,-0.091037091,0,20,0,1
IMELAB-271110-ER-2-2-MAZ,Ernesto Romero,11/27/10,2010,11:18,11:44,0:26,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",2,39.6,12,39.6,12,39.6,12,39.6,12,24.57419,-112.10616,n/d,n/d,8,Azul,n/d,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,n/a,180,0
IMPUTE-271110-ER-3-3-MAZ,Erasmo Romero,11/27/10,2010,10:02,10:38,0:36,2,1,3,3,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",1,40.26,12.2,50.16,15.2,50.16,15.2,45.21,13.7,24.66199,112.1802,n/d,n/d,5,Azul,n/d,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,n/a,180,0
IMPUTE-271110-ER-4-4-MAZ,Erasmo Romero,11/27/10,2010,12:15,12:28,0:13,2,1,4,4,Punta Blanca Tepetate,"Punta Blanca Tepetate, Isla Magdalena, Baja California Sur",1,36.63,11.1,40.26,12.2,40.26,12.2,38.45,11.65,24.65128,112.18231,n/d,n/d,5,Azul,n/d,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,n/a,180,0
IMPUBA-261110-ER-4-4-MAZ,Erasmo Romero,11/26/10,2010,11:15,11:45,0:30,2,1,4,4,Punta Blanca Garropas,"Punta Blanca garropas, Isla Magdalena, Baja California Sur",1,46.53,14.1,46.53,14.1,46.53,14.1,46.53,14.1,24.66053,112.17095,n/d,n/d,3,Azul,n/d,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,n/a,180,0
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,1,5,4.9745,5,11.2544978,-0.580738306,0,3,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,1,5,4.9745,5,11.2544978,-0.580738306,0,3,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,1,5,4.9745,5,11.2544978,-0.580738306,0,3,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,1,10,8.7145,9,74.03937291,-0.41749763,0,3,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,1,10,8.7145,9,74.03937291,-0.41749763,0,3,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,1,16,13.2025,13,298.9873199,0.167367032,0.167367032,3,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,2,5,4.9745,5,11.2544978,-0.580738306,0,9,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,3,13,10.9585,11,159.8864849,-0.194295139,0,15,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,4,12,10.2105,10,126.0799334,-0.282192173,0,26,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,5,14,11.7065,12,199.601119,-0.091037091,0,27,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,6,12,10.2105,10,126.0799334,-0.282192173,0,28,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,7,5,4.9745,5,11.2544978,-0.580738306,0,31,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,7,11,9.4625,9,97.64001044,-0.356135973,0,31,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,7,12,10.2105,10,126.0799334,-0.282192173,0,31,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,7,13,10.9585,11,159.8864849,-0.194295139,0,31,180,1
IMLOCA-241110-ER-1-1-MAZ,Erasmo Romero,11/24/10,2010,12:22,12:56,0:34,2,1,1,1,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,44.55,13.5,44.22,13.4,44.55,13.5,44.39,13.45,24.5584,-112.10516,n/d,n/d,3,Azul,7,16,13.2025,13,298.9873199,0.167367032,0.167367032,31,180,1
IMLOCA-241110-ER-2-2-MAZ,Erasmo Romero,11/24/10,2010,13:54,14:25,0:31,2,2,2,2,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,43.89,13.3,50.49,15.3,50.49,15.3,47.19,14.3,24.5584,-112.10522,n/d,n/d,9,Azul,1,13,10.9585,11,159.8864849,-0.194295139,0,3,180,1
IMLOCA-241110-ER-2-2-MAZ,Erasmo Romero,11/24/10,2010,13:54,14:25,0:31,2,2,2,2,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,43.89,13.3,50.49,15.3,50.49,15.3,47.19,14.3,24.5584,-112.10522,n/d,n/d,9,Azul,1,17,13.9505,14,359.8070405,0.325498305,0.325498305,3,180,1
IMLOCA-241110-ER-2-2-MAZ,Erasmo Romero,11/24/10,2010,13:54,14:25,0:31,2,2,2,2,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,43.89,13.3,50.49,15.3,50.49,15.3,47.19,14.3,24.5584,-112.10522,n/d,n/d,9,Azul,1,18,14.6985,15,428.830192,0.504958499,0.504958499,3,180,1
IMLOCA-241110-ER-2-2-MAZ,Erasmo Romero,11/24/10,2010,13:54,14:25,0:31,2,2,2,2,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,43.89,13.3,50.49,15.3,50.49,15.3,47.19,14.3,24.5584,-112.10522,n/d,n/d,9,Azul,2,11,9.4625,9,97.64001044,-0.356135973,0,3,180,1
IMLOCA-241110-ER-2-2-MAZ,Erasmo Romero,11/24/10,2010,13:54,14:25,0:31,2,2,2,2,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,43.89,13.3,50.49,15.3,50.49,15.3,47.19,14.3,24.5584,-112.10522,n/d,n/d,9,Azul,3,10,8.7145,9,74.03937291,-0.41749763,0,9,180,1
IMLOCA-241110-ER-2-2-MAZ,Erasmo Romero,11/24/10,2010,13:54,14:25,0:31,2,2,2,2,Los Cabitos,"Los Cabitos, Isla Magdalena, Baja California Sur",2,43.89,13.3,50.49,15.3,50.49,15.3,47.19,14.3,24.5584,-112.10522,n/d,n/d,9,Azul,4,18,14.6985,15,428.830192,0.504958499,0.504958499,12,180,1
