PUBLA-161011-RR-1-5-PCU,Raul Romero,10/16/11,2011,9:19,9:25,0:06,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6593,112.17776,,,,4,0,0,26,0,5,24,1,0,5,0,0,2,13,0,10,0,0,0,30,30,30
PUBLA-161011-RR-1-6-PCU,Raul Romero,10/16/11,2011,10:21,10:30,0:09,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,0,0,0,30,0,0,28,2,0,0,0,0,0,21,0,9,0,0,0,30,30,30
PUBLA-161011-OR-1-7-PCU,Omar Rangel,10/16/11,2011,9:20,9:36,0:16,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6693,112.17776,,,,7,0,5,18,0,11,10,9,0,10,0,0,0,17,0,3,0,0,0,30,30,30
PUBLA-161011-OR-1-8-PCU,Omar Rangel,10/16/11,2011,10:16,10:24,0:08,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65899,112.7552,,,,0,0,0,30,0,0,23,7,0,0,0,0,0,17,10,0,0,3,0,30,30,30
PUBLA-151011-CR-1-9-PCU,Cipriano Romero,10/15/11,2011,9:30,9:35,0:05,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65955,112.19779,,,,12,0,5,13,0,13,17,0,0,12,0,0,0,7,0,9,2,0,0,30,30,30
PUBLA-151011-CR-1-10-CPU,Cipriano Romero,10/15/11,2011,10:40,10:49,0:09,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,28.65889,112.7582,,,,0,0,15,15,0,0,29,1,0,5,0,0,0,15,0,8,2,0,0,30,30,30
PUBLA-161011-AR-1-11-CPU,Alfonso Romero,10/16/11,2011,9:11,9:16,0:05,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,,,,,,16,0,5,9,0,1,29,0,0,16,0,0,0,14,0,0,0,0,0,30,30,30
PUBLA-161011-AR-1-12-CPU,Alfonso Romero,10/16/11,2011,10:22,10:24,0:02,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65889,112.7582,,,,0,0,0,30,0,0,27,3,0,1,0,0,0,19,3,4,0,3,0,30,30,30
PUBLA-141011-AR-1-1-CPU,Alfonso Romero,10/14/11,2011,9:00,9:07,0:07,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66053,112.17905,,,,0,0,0,30,0,25,5,0,0,3,0,2,0,25,0,0,0,0,0,30,30,30
PUBLA-141011-AR-1-2-CPU,Alfonso Romero,10/14/11,2011,10:25,10:31,0:06,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,0,0,0,30,0,25,5,0,0,5,0,2,0,22,0,1,0,0,0,30,30,30
PUBLA-141011-CR-1-3-CPU,Cipriano Romero,10/14/11,2011,9:26,9:31,0:05,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66057,112.17903,,,,0,0,0,30,0,26,3,1,0,0,1,0,0,23,0,3,3,0,0,30,30,30
PUBLA-141011-CR-1-4-CPU,Cipriano Romero,10/14/11,2011,10:45,10:53,0:08,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,28.659,112.18655,,,,0,0,0,30,0,28,2,0,0,0,3,0,0,8,0,13,6,0,0,30,30,30
PUBLA-141011-GH-1-5-CPU,Gustavo Hinojosa,10/14/11,2011,9:39,9:44,0:05,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1791,,,,2,0,0,28,0,1,29,0,0,3,7,4,0,14,0,0,0,0,2,30,30,30
PUBLA-141011-GH-1-6-CPU,Gustavo Hinojosa,10/14/11,2011,10:53,11:00,0:07,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1806,,,,0,0,0,30,0,0,29,1,0,0,8,1,0,13,5,1,2,0,0,30,30,30
PUBLA-141011-NV-1-7-PCU,Norberto Velez,10/14/11,2011,9:12,9:21,0:09,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.61052,112.1791,,,,5,0,1,24,0,17,13,0,0,3,0,0,2,15,1,5,0,0,4,30,30,30
PUBLA-141011-NV-1-8-PCU,Norberto Velez,10/14/11,2011,10:32,10:44,0:12,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.1896,,,,0,0,0,30,0,23,7,0,0,2,0,0,2,14,9,2,1,0,0,30,30,30
PUBLA-141011-RR-1-9-PCU,Roguer Romero,10/14/11,2011,9:11,9:19,0:08,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66052,112.1791,,,,0,0,0,30,0,30,0,0,0,0,12,0,0,18,0,0,0,0,0,30,30,30
PUBLA-141011-RR-1-10-PCU,Roguer Romero,10/14/11,2011,10:26,10:34,0:08,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65911,112.18068,,,,0,0,0,30,0,17,13,0,0,0,4,0,0,16,0,10,0,0,0,30,30,30
PUBLA-141011-RR-1-11-PCU,Raul Romero,10/14/11,2011,9:13,9:18,0:05,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66053,112.17905,,,,0,0,0,30,0,4,26,0,0,5,2,0,0,23,0,0,0,0,0,30,30,30
PUBLA-141011-OR-1-12-PCU,Omar Rangel,10/14/11,2011,9:43,9:51,0:08,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66055,112.17985,,,,0,0,0,30,0,5,23,2,0,10,2,0,0,18,0,0,0,0,0,30,30,30
PUBLA-141011-OR-1-13-PCU,Omar Rangel,10/14/11,2011,11:04,11:11,0:07,,,,,Punta Blanca Garropas,"Punta Blanca Garropas, Isla Magdalena, Baja California Sur",,,,,,,,,,24.659,112.18055,,,,0,0,2,28,0,0,23,7,0,7,0,0,0,20,3,0,0,0,0,30,30,30
PUBLA-171011-GH-1-1-PCU,Gustavo Hinojosa,10/17/11,2011,9:47,9:51,0:04,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65901,112.18106,,,,0,1,0,29,0,0,20,10,0,6,4,0,0,12,1,7,0,0,0,30,30,30
PUBLA-171011-GH-1-2-PCU,Gustavo Hinojosa,10/17/11,2011,11:02,11:10,0:08,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,0,6,12,12,0,0,30,0,0,0,4,1,0,8,5,8,0,4,0,30,30,30
PUBLA-171011-RR-1-3-PCU,Roguer Romero,10/17/11,2011,10:35,10:44,0:09,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,0,0,0,30,0,0,26,4,0,0,3,0,0,20,0,7,0,0,0,30,30,30
PUBLA-171011-NV-1-4-PCU,Norberto Velez,10/17/11,2011,9:13,9:23,0:10,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65901,112.18106,,,,0,2,0,28,0,15,15,0,0,4,1,2,4,5,7,7,0,0,0,30,30,30
PUBLA-171011-NV-1-5-PCU,Norberto Velez,10/17/11,2011,10:33,10:43,0:10,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65823,112.17747,,,,0,0,0,30,0,0,28,2,0,2,0,1,1,11,10,2,3,0,0,30,30,30
PUBLA-171011-OR-1-6-PCU,Omar Rangel,10/17/11,2011,9:20,9:27,0:07,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18053,,,,0,4,7,19,0,0,30,0,0,5,0,0,0,13,6,6,0,0,0,30,30,30
PUBLA-171011-OR-1-7-PCU,Omar Rangel,10/17/11,2011,10:36,10:45,0:09,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17547,,,,0,0,0,30,0,0,16,14,0,0,0,0,0,12,15,0,0,3,0,30,30,30
PUBLA-171011-RR-1-8-PCU,Raul Romero,10/17/11,2011,9:16,9:24,0:08,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65944,112.18053,,,,0,0,0,30,0,0,30,0,0,0,0,0,0,24,0,6,0,0,0,30,30,30
PUBLA-171011-RR-1-13-PCU,Raul Romero,10/17/11,2011,10:28,10:38,0:10,,,,,Punta Blanca Somero,"Punta Blanca Somero, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17543,,,,0,0,0,30,0,0,28,2,0,0,0,0,0,17,0,13,0,0,0,30,30,30
PUBLA-171011-AR-1-14-PCU,Alfonso Romero,10/17/11,2011,,9:19,,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65949,112.18053,,,,1,1,0,28,0,7,23,0,0,4,1,0,0,22,3,0,0,0,0,30,30,30
PUBLA-171011-AR-1-15-PCU,Alfonso Romero,10/17/11,2011,10:36,10:42,0:06,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17547,,,,0,0,2,28,0,0,29,1,0,1,0,0,0,21,7,1,0,0,0,30,30,30
PUBLA-181011-CR-1-16-PCU,Cipriano Romero,10/18/11,2011,9:40,9:47,0:07,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,28.65449,112.18055,,,,0,1,4,25,0,6,17,7,0,1,0,0,0,12,0,17,0,0,0,30,30,30
PUBLA-181011-CR-1-17-PCU,Cipriano Romero,10/18/11,2011,10:33,11:00,0:27,,,,,Punta Blanca,"Punta Blanca, Isla Magdalena, Baja California Sur",,,,,,,,,,24.65893,112.17347,,,,0,1,12,17,0,2,26,2,0,5,2,0,0,12,0,6,5,0,0,30,30,30
ELPRO-111011-RR-1-1-PCU,Roguer Romero,10/11/11,2011,9:13,9:21,0:08,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17348,,,,0,0,10,20,0,2,28,0,0,0,5,0,0,15,0,10,0,0,0,30,30,30
ELPRO-111011-RR-1-2-PCU,Roguer Romero,10/11/11,2011,10:50,11:01,0:11,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,,,,0,0,0,30,0,0,30,0,0,0,6,0,0,13,0,11,0,0,0,30,30,30
ELPRO-111011-NV-1-3-PCU,Norberto Velez,10/11/11,2011,9:08,9:19,0:11,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,,,,1,0,1,28,0,0,27,3,0,1,0,12,3,4,4,5,1,0,0,30,30,30
ELPRO-111011-NV-1-4-PCU,Norberto Velez,10/11/11,2011,10:47,10:59,0:12,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16682,112.17224,,,,0,0,0,30,0,0,23,5,2,10,1,1,1,9,1,5,0,2,0,30,30,30
ELPRO-111011-AR-1-5-PCU,Alfonso Romero,10/11/11,2011,,9:18,,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,0,0,9,21,0,0,29,1,0,0,0,0,0,27,0,3,0,0,0,30,30,30
ELPRO-111011-AR-1-6-PCU,Alfonso Romero,10/11/11,2011,10:53,11:01,0:08,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,1,2,9,18,0,0,28,2,0,6,0,2,0,21,1,0,0,0,0,30,30,30
ELPRO-111011-OR-1-7-PCU,Omar Rangel,10/11/11,2011,9:19,9:28,0:09,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66159,112.17349,,,,0,1,12,17,0,0,23,7,0,1,0,0,0,19,2,8,0,0,0,30,30,30
ELPRO-111011-OR-1-8-PCU,Omar Rangel,10/11/11,2011,10:57,11:09,0:12,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,0,1,1,28,0,0,16,11,3,1,0,0,0,20,4,5,0,0,0,30,30,30
ELPRO-111011-RR-1-9-PCU,Raul Romero,10/11/11,2011,9:18,9:26,0:08,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.17349,,,,0,0,12,18,0,0,28,2,0,0,3,0,2,13,0,11,1,0,0,30,30,30
ELPRO-111011-RR-1-10-PCU,Raul Romero,10/11/11,2011,11:00,11:11,0:11,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17238,,,,0,0,23,7,0,0,22,8,0,0,1,1,4,17,0,7,0,0,0,30,30,30
ELPRO-111011-CR-1-11-PCU,Cipriano Romero,10/11/11,2011,9:30,9:43,0:13,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66169,112.79779,,,,0,0,25,5,0,0,27,3,0,0,0,0,0,9,13,8,0,0,0,30,30,30
ELPRO-111011-CR-1-12-PCU,Cipriano Romero,10/11/11,2011,11:13,11:26,0:13,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66207,112.17278,,,,0,0,7,23,0,0,20,10,0,1,0,0,0,12,0,6,8,3,0,30,30,30
ELPRO-111011-GH-1-13-PCU,Gustavo Hinojosa,10/11/11,2011,9:43,9:47,0:04,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66165,112.17348,,,,2,0,7,21,0,1,4,25,0,1,0,0,0,21,4,4,0,0,0,30,30,30
ELPRO-111011-GH-1-14-PCU,Gustavo Hinojosa,10/11/11,2011,11:18,11:24,0:06,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.16687,112.17224,,,,0,0,0,30,0,0,29,1,0,3,1,1,0,13,8,0,0,4,0,30,30,30
ELPRO-121011-RR-1-15-PCU,Roguer Romero,10/12/11,2011,9:14,9:20,0:06,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17694,,,,0,0,0,30,0,6,18,6,0,0,8,0,0,16,0,6,0,0,0,30,30,30
ELPRO-121011-RR-1-16-PCU,Roguer Romero,10/12/11,2011,10:25,10:32,0:07,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.67164,112.16808,,,,0,0,0,30,0,2,23,5,0,0,2,0,0,17,0,2,0,0,9,30,30,30
ELPRO-121011-GH-1-17-PCU,Gustavo Hinojosa,10/12/11,2011,9:34,9:40,0:06,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17094,,,,0,2,2,26,0,0,25,4,1,0,5,4,0,5,6,4,0,5,1,30,30,30
ELPRO-121011-GH-1-18-PCU,Gustavo Hinojosa,10/12/11,2011,10:54,10:58,0:04,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.67164,112.16808,,,,0,0,12,18,0,0,27,3,0,0,0,0,0,7,10,2,0,0,11,30,30,30
ELPRO-121011-NV-1-19-PCU,Norberto Velez,10/12/11,2011,9:12,9:25,0:13,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66191,112.17094,,,,5,0,0,25,0,2,26,2,0,3,1,0,3,7,8,5,0,0,3,30,30,30
ELPRO-121011-NV-1-20-PCU,Norberto Velez,10/12/11,2011,10:29,10:40,0:11,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.67124,112.16208,,,,0,0,2,28,0,0,29,1,0,1,0,2,1,10,12,3,0,1,0,30,30,30
ELPRO-121011-RR-1-21-PCU,Raul Romero,10/12/11,2011,9:09,9:16,0:07,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.66203,112.7097,,,,0,0,4,26,0,0,2,28,0,0,6,0,0,12,0,10,0,2,0,30,30,30
ELPRO-121011-RR-1-22-PCU,Raul Romero,10/12/11,2011,10:27,10:35,0:08,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.67167,112.16811,,,,0,0,10,20,0,0,30,0,0,0,1,0,0,18,0,11,0,0,0,30,30,30
ELPRO-121011-CR-1-23-PCU,Cipriano Romero,10/12/11,2011,9:27,9:37,0:10,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.6643,112.17797,,,,0,0,8,22,0,0,23,7,0,2,4,0,0,13,0,10,0,0,1,30,30,30
ELPRO-121011-CR-1-24-PCU,Cipriano Romero,10/12/11,2011,10:44,10:56,0:12,,,,,El Progresista,"El Progresista, Isla Magdalena, Baja California Sur",,,,,,,,,,24.67107,112.16511,,,,0,4,4,22,0,1,21,8,0,4,4,0,1,11,0,2,3,1,4,30,30,30
