Código,observador,fecha,año,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,zona,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (°F),temperatura (°C),visibilidad (m),especie,talla,sexo/categoria,dirección,comentarios,nt,biomasa
ELABO-081011-AH-1-1-CP,Arturo Hernández,10/8/11,2011,10:10,10:25,0:15,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,32.01,9.7,33,10,33,10,32.505,10,24.57407,112.10578,68,20,5,Xenistius californiensis  ,15
ELABO-081011-AH-1-1-CP,Arturo Hernández,10/8/11,2011,10:10,10:25,0:15,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,32.01,9.7,33,10,33,10,32.505,10,24.57407,112.10578,68,20,5,Xenistius californiensis  ,15
ELABO-081011-AH-1-1-CP,Arturo Hernández,10/8/11,2011,10:10,10:25,0:15,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,32.01,9.7,33,10,33,10,32.505,10,24.57407,112.10578,68,20,5,Xenistius californiensis  ,15
ELABO-081011-AH-1-1-CP,Arturo Hernández,10/8/11,2011,10:10,10:25,0:15,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,32.01,9.7,33,10,33,10,32.505,10,24.57407,112.10578,68,20,5,Xenistius californiensis  ,15
ELABO-081011-AH-1-1-CP,Arturo Hernández,10/8/11,2011,10:10,10:25,0:15,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,32.01,9.7,33,10,33,10,32.505,10,24.57407,112.10578,68,20,5,Xenistius californiensis  ,15
ELABO-081011-AH-1-1-CP,Arturo Hernández,10/8/11,2011,10:10,10:25,0:15,2,1,1,1,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,32.01,9.7,33,10,33,10,32.505,10,24.57407,112.10578,68,20,5,Xenistius californiensis  ,15
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
ELABO-081011-AH-1-2-CP,Arturo Hernández,10/8/11,2011,10:30,10:45,0:15,2,1,2,2,El Abolladero,"El Abolladero, Isla Magdalena, Baja California Sur",,31.68,9.6,29.37,8.9,31.68,9.6,30.525,9.25,24.57407,112.10578,84.2,29,4,Xenistius californiensis  ,20
