codigo,observador,fecha,A–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),A,G,B,R,O,0,1,2,3,N,C,OC,V,R,CO,L,IS,IM,G,RO,Total sustrato,Total relieve,Total Cobertura,direcci—n,Pasto
INREBA-020814-EL-3-17-PCU,Elba Lopez,8/2/14,2014,11:56,12:03,0:07,2,3,17,17,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,35.64,10.8,32.67,9.9,35.64,10.8,34.16,10.35,27.84782,-115.16032,66.2,19,5,0,8,5,17,0,1,29,0,0,2,0,0,0,3,9,13,1,0,2,0,30,30,30,60,
INREBA-020814-ML-3-18-PCU,Mitzi Leal,8/2/14,2014,12:46,12:55,0:09,2,3,18,18,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,30.69,9.3,32.34,9.8,32.34,9.8,31.52,9.55,27.86480,-115.18668,66.2,19,7,3,1,4,22,0,2,14,14,0,2,5,0,0,10,0,5,6,0,2,0,30,30,30,90,
INREBA-020814-PE-3-19-PCU,Philip Ericsson,8/2/14,2014,12:31,12:38,0:07,2,3,19,19,Babencho,"Reventadora de Babencho, Isla Natividad Baja California Sur",2,39.27,11.9,39.27,11.9,39.27,11.9,39.27,11.9,27.87880,-115.16032,66.2,19,5.2,0,2,2,26,0,0,26,4,0,4,1,0,0,4,3,2,16,0,0,0,30,30,30,60,
INLADU-290714-UY-1-1-PCU,Ulises Yepiz,7/29/14,2014,11:04,11:16,0:12,2,1,1,1,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,63.03,19.1,61.05,18.5,63.03,19.1,62.04,18.8,27.85021,-115.14198,66.2,19,6,2,7,11,10,0,3,27,0,0,0,0,3,0,4,4,11,0,3,0,5,30,30,30,180,
INLADU-290714-EA-1-2-PCU,Esmeralda Alba–ez,7/29/14,2014,11:04,11:10,0:06,2,1,2,2,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,63.69,19.3,66.99,20.3,66.99,20.3,65.34,19.8,27.85021,-115.14198,66.2,19,6,2,15,8,5,0,29,1,0,0,2,0,2,0,0,6,20,0,0,0,0,30,30,30,0,
INLADU-290714-AH-1-3-PCU,Arturo Hernandez,7/29/14,2014,10:45,10:53,0:08,2,1,3,3,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,59.40,18,59.07,17.9,59.4,18,59.24,17.95,27.84912,-115.14406,69.8,21,7,0,17,2,11,0,16,14,0,0,0,0,0,0,1,2,13,1,0,0,13,30,30,30,260,
INLADU-290714-SG-1-4-PCU,Sulema Garcia,7/29/14,2014,11:10,11:18,0:08,2,1,4,4,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,59.40,18,57.75,17.5,59.4,18,58.58,17.75,27.84912,-115.14406,69.8,21,7,0,18,9,3,0,26,4,0,0,0,1,0,0,0,2,14,0,0,0,13,30,30,30,30,
INLADU-290714-EL-1-5-PCU,Elba Lopez,7/29/14,2014,11:08,11:20,0:12,2,1,5,5,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,50.49,15.3,48.18,14.6,50.49,15.3,49.34,14.95,27.84868,-115.14330,71.6,22,7,0,14,4,12,0,0,30,0,0,2,1,0,0,0,8,16,0,2,0,1,30,30,30,90,
INLADU-290714-EC-1-6-PCU,Elsa Cuellar,7/29/14,2014,11:17,11:24,0:07,2,1,6,6,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,59.73,18.1,60.39,18.3,60.39,18.3,60.06,18.2,27.84950,-115.14122,66.2,19,5.2,1,27,2,0,0,29,1,0,0,2,0,0,0,25,1,0,0,2,0,0,30,30,30,90,
INLADU-290714-PE-1-7-PCU,Philip Ericsson,7/29/14,2014,11:20,11:25,0:05,2,1,7,7,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,57.42,17.4,58.41,17.7,58.41,17.7,57.92,17.55,27.84945,-115.14117,60.8,16,5.2,5,7,7,11,0,4,26,0,0,0,1,0,0,1,4,16,3,0,0,5,30,30,30,270,
INLADU-290714-ML-1-8-PCU,Mitzi Leal,7/29/14,2014,11:56,12:03,0:07,2,1,8,8,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,59.40,18,59.40,18,59.4,18,59.40,18,27.84912,-115.14406,66.2,19,7,0,24,5,1,0,12,18,0,0,3,1,0,0,4,1,14,1,2,0,4,30,30,30,210,
INLADU-290714-AM-1-9-PCU,Alonso Murillo,7/29/14,2014,10:53,11:00,0:07,2,1,9,9,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,51.81,15.7,45.54,13.8,51.81,15.7,48.68,14.75,27.84868,-115.14330,66.2,19,7,0,10,0,20,0,0,30,0,0,0,2,0,0,0,6,18,2,2,0,0,30,30,30,300,
INLADU-290714-UY-2-10-PCU,Ulises Yepiz,7/29/14,2014,12:21,12:30,0:09,2,2,10,10,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,42.24,12.8,44.88,13.6,44.88,13.6,43.56,13.2,27.84389,-115.15389,66.2,19,6.7,0,4,16,10,0,0,30,0,0,0,3,2,0,1,1,11,2,5,0,5,30,30,30,300,
INLADU-290714-EA-2-11-PCU,Esmeralda Alba–ez,7/29/14,2014,12:52,13:01,0:09,2,2,11,11,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,40.92,12.4,37.62,11.4,40.92,12.4,39.27,11.9,27.84389,-115.14387,60.8,16,6,5,4,2,18,1,9,21,0,0,3,3,0,0,0,15,9,0,0,0,0,30,30,30,120,
INLADU-290714-AH-2-12-PCU,Arturo Hernandez,7/29/14,2014,12:25,12:33,0:08,2,2,12,12,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,33.00,10,33.00,10,33,10,33.00,10,27.84247,-115.14167,60.8,16,7,0,0,1,29,0,8,21,1,0,0,3,1,0,0,9,11,0,0,1,0,30,30,30,260,5
INLADU-290714-SG-2-13-PCU,Sulema Garcia,7/29/14,2014,12:24,12:33,0:09,2,2,13,13,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,35.97,10.9,23.76,7.2,35.97,10.9,29.87,9.05,27.84247,-115.14167,66.2,19,7.2,0,0,0,30,0,0,11,8,11,0,0,0,0,1,17,1,0,0,1,0,30,30,30,270,10
INLADU-290714-EL-2-14-PCU,Elba Lopez,7/29/14,2014,13:34,13:42,0:08,2,2,14,14,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,35.97,10.9,25.08,7.6,35.97,10.9,30.53,9.25,27.84247,-115.14167,66.2,19,7,6,4,9,11,0,1,27,2,0,4,0,0,0,1,8,9,0,2,0,0,30,30,30,0,6
INLADU-290714-EC-2-15-PCU,Elsa Cuellar,7/29/14,2014,11:03,11:18,0:15,2,2,15,15,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,42.57,12.9,37.29,11.3,42.57,12.9,39.93,12.1,27.84493,-115.14270,66.2,19,7.9,0,0,5,10,0,0,14,1,0,0,0,1,0,0,6,8,0,0,0,0,15,15,15,40,
INLADU-290714-PE-2-16-PCU,Philip Ericsson,7/29/14,2014,11:22,11:32,0:10,2,2,16,16,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,37.95,11.5,44.55,13.5,44.55,13.5,41.25,12.5,27.84493,-115.14270,66.2,19,5.2,1,7,5,17,0,0,30,0,0,3,0,0,0,0,2,17,5,1,0,2,30,30,30,270,
INLADU-290714-ML-2-17-PCU,Mitzi Leal,7/29/14,2014,13:31,13:39,0:08,2,2,17,17,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,37.29,11.3,38.61,11.7,38.61,11.7,37.95,11.5,27.84437,-115.14117,66.2,19,7,1,1,12,16,0,0,13,17,0,1,0,1,0,0,14,8,1,4,0,0,30,30,30,300,1
INLADU-290714-AM-2-18-PCU,Alonso Murillo,7/29/14,2014,12:41,12:48,0:07,2,2,18,18,La Dulce,"La Dulce, Isla Natividad Baja California Sur",2,35.31,10.7,37.62,11.4,37.62,11.4,36.47,11.05,27.84437,-115.14117,66.2,19,7,0,3,4,23,0,5,25,0,0,1,1,0,0,0,11,15,0,2,0,0,30,30,30,300,
INLAGU-300714-UY-1-1-PCU,Ulises Yepiz,7/30/14,2014,10:16,10:26,0:10,2,1,1,1,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,46.53,14.1,52.80,16,52.8,16,49.67,15.05,27.88303,-115.17731,68,20,8,4,3,16,7,0,1,29,0,0,3,4,3,1,1,0,7,2,6,1,2,30,30,30,0,
INLAGU-300714-EA-1-2-PCU,Esmeralda Alba–ez,7/30/14,2014,11:13,11:22,0:09,2,1,2,2,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,49.83,15.1,49.50,15,49.83,15.1,49.67,15.05,27.88303,-115.17731,68,20,9,19,4,4,3,0,25,5,0,0,19,0,0,0,0,7,1,0,0,0,0,30,30,30,180,3
INLAGU-300714-AH-1-3-PCU,Arturo Hernandez,7/30/14,2014,11:03,11:07,0:04,2,1,3,3,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,70.95,21.5,69.96,21.2,70.95,21.5,70.46,21.35,27.88257,-115.17350,68,20,9,0,20,8,2,0,15,15,0,0,0,0,0,0,6,4,7,0,0,0,13,30,30,30,300,
INLAGU-300714-SG-1-4-PCU,Sulema Garcia,7/30/14,2014,11:09,11:28,0:19,2,1,4,4,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,42.24,12.8,44.22,13.4,44.22,13.4,43.23,13.1,27.88078,-115.17416,68,20,7,10,11,1,8,0,18,12,0,0,9,4,0,0,2,2,7,0,0,3,3,30,30,30,300,
INLAGU-300714-EL-1-5-PCU,Elba Lopez,7/30/14,2014,11:22,11:28,0:06,2,1,5,5,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,66.00,20,71.28,21.6,71.28,21.6,68.64,20.8,27.88273,-115.17350,75.2,24,8,8,18,4,0,0,0,30,0,0,5,0,0,0,5,2,18,0,0,0,0,30,30,30,60,
INLAGU-300714-EC-1-6-PCU,Elsa Cuellar,7/30/14,2014,11:31,11:38,0:07,2,1,6,6,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,70.62,21.4,69.63,21.1,70.62,21.4,70.13,21.25,27.88418,-115.17648,68,20,8.7,0,27,1,2,0,19,9,2,0,1,0,1,0,2,2,24,0,0,0,0,30,30,30,90,
INLAGU-300714-PE-1-7-PCU,Philip Ericsson,7/30/14,2014,11:14,11:21,0:07,2,1,7,7,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,69.30,21,72.60,22,72.6,22,70.95,21.5,27.88422,-115.17652,68,20,8.2,9,14,6,1,0,15,15,0,0,10,1,0,1,3,2,9,1,0,1,2,30,30,30,280,
INLAGU-300714-ML-1-8-PCU,Mitzi Leal,7/30/14,2014,12:02,12:08,0:06,2,1,8,8,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,42.24,12.8,40.26,12.2,42.24,12.8,41.25,12.5,27.88078,-115.17416,69.8,21,7,3,18,3,6,0,13,17,0,0,6,3,3,0,1,2,10,0,0,0,5,30,30,30,120,
INLAGU-300714-UY-2-9-PCU,Ulises Yepiz,7/30/14,2014,11:21,11:32,0:11,2,2,9,9,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,35.97,10.9,46.86,14.2,46.86,14.2,41.42,12.55,27.88107,-115.17731,68,20,8.9,0,6,10,14,0,0,30,0,0,1,4,4,0,3,0,11,1,2,1,3,30,30,30,0,
INLAGU-300714-EA-2-10-PCU,Esmeralda Alba–ez,7/30/14,2014,13:12,13:21,0:09,2,2,10,10,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,38.94,11.8,40.92,12.4,40.92,12.4,39.93,12.1,27.88167,-115.17487,66.2,19,9,0,9,7,12,2,2,27,1,0,2,4,0,0,5,4,15,0,0,0,0,30,30,30,120,
INLAGU-300714-AH-2-11-PCU,Arturo Hernandez,7/30/14,2014,12:58,13:03,0:05,2,2,11,11,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,33.00,10,27.39,8.3,33,10,30.20,9.15,27.82370,-115.17350,68,20,8,2,12,10,6,0,18,12,0,0,2,6,5,0,0,4,7,0,0,0,6,30,30,30,300,
INLAGU-300714-SG-2-12-PCU,Sulema Garcia,7/30/14,2014,13:07,13:15,0:08,2,2,12,12,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,30.03,9.1,30.03,9.1,30.03,9.1,30.03,9.1,27.87668,-115.17154,68,20,8,8,8,7,7,0,11,14,5,0,8,0,0,0,0,7,9,0,0,2,2,30,30,30,120,2
INLAGU-300714-EL-2-13-PCU,Elba Lopez,7/30/14,2014,13:07,13:16,0:09,2,2,13,13,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,34.32,10.4,35.97,10.9,35.97,10.9,35.15,10.65,27.88273,-115.17075,75.2,24,8,8,20,2,0,0,18,12,0,0,5,0,0,0,0,4,13,0,2,0,6,30,30,30,90,
INLAGU-300714-EL-2-14-PCU,Elsa Cuellar,7/30/14,2014,13:27,13:36,0:09,2,2,14,14,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,40.92,12.4,41.25,12.5,41.25,12.5,41.09,12.45,27.88107,-115.17578,68,20,8.7,12,5,6,7,0,1,24,5,0,4,5,0,0,7,5,6,0,0,0,3,30,30,30,60,
INLAGU-300714-PE-2-15-PCU,Philip Ericsson,7/30/14,2014,13:20,13:27,0:07,2,2,15,15,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,38.61,11.7,38.61,11.7,38.61,11.7,38.61,11.7,27.88107,-115.17578,68,20,8.7,8,10,6,6,0,8,22,0,0,8,0,0,1,1,4,13,2,0,0,1,30,30,30,280,
INLAGU-300714-ML-2-16-PCU,Mitzi Leal,7/30/14,2014,13:42,13:50,0:08,2,2,16,16,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,30.36,9.2,32.67,9.9,32.67,9.9,31.52,9.55,27.87668,-115.17154,69.8,21,7,2,25,1,2,0,18,12,0,0,3,0,3,0,0,5,10,0,2,0,7,30,30,30,30,
INLAGU-020814-UY-3-17-PCU,Ulises Yepiz,8/2/14,2014,12:23,12:33,0:10,2,3,17,17,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,28.05,8.5,28.05,8.5,28.05,8.5,28.05,8.5,,,69.8,21,11,3,2,15,10,0,1,29,0,0,3,6,3,0,10,0,4,0,1,0,3,30,30,30,330,
INLAGU-020814-EA-3-18-PCU,Esmeralda Alba–ez,8/2/14,2014,12:53,13:09,0:16,2,3,18,18,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,26.73,8.1,27.06,8.2,27.06,8.2,26.90,8.15,,,69.8,21,10.7,0,1,10,19,0,1,28,1,0,0,4,0,0,1,12,4,5,0,3,0,30,30,30,180,1
INLAGU-020814-AH-3-19-PCU,Arturo Hernandez,8/2/14,2014,12:47,12:55,0:08,2,3,19,19,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,22.77,6.9,19.80,6,22.77,6.9,21.29,6.45,,,69.8,21,10,0,2,4,24,0,3,27,0,0,0,8,3,0,0,11,6,0,0,2,0,30,30,30,180,
INLAGU-020814-EC-3-20-PCU,Elsa Cuellar,8/2/14,2014,13:20,13:31,0:11,2,3,20,20,La Guanera,"La Guanera, Isla Natividad Baja California Sur",2,26.73,8.1,27.72,8.4,27.72,8.4,27.23,8.25,,,69.8,21,10.7,0,7,8,15,0,0,29,1,0,0,10,2,0,3,1,12,0,1,0,1,30,30,30,330,
INPUPI-310714-UY-1-1-PCU,Ulises Yepiz,7/31/14,2014,10:14,10:21,0:07,2,1,1,1,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,55.44,16.8,53.46,16.2,55.44,16.8,54.45,16.5,27.89126,-115.18957,69.8,21,10,3,6,17,4,0,2,28,0,0,3,0,0,0,6,1,6,4,4,1,4,30,30,30,180,1
INPUPI-310714-EA-1-2-PCU,Esmeralda Alba–ez,7/31/14,2014,10:12,10:14,0:02,2,1,2,2,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,55.44,16.8,59.07,17.9,59.07,17.9,57.255,17.35,27.89261,-115.18957,69.8,21,9,1,1,4,9,0,4,11,0,0,0,0,0,0,3,2,7,1,0,2,0,15,15,15,0,
INPUPI-310714-AH-1-3-PCU,Arturo Hernandez,7/31/14,2014,10:52,10:55,0:03,2,1,3,3,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,49.50,15,51.81,15.7,51.81,15.7,50.66,15.35,27.89151,-115.19134,68,20,10,0,4,3,23,0,3,19,8,0,0,3,0,0,2,0,18,5,0,2,0,30,30,30,300,
INPUPI-310714-SG-1-4-PCU,Sulema Garcia,7/31/14,2014,10:56,11:04,0:08,2,1,4,4,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,40.92,12.4,39.93,12.1,40.92,12.4,40.43,12.25,27.88901,-115.19274,69.8,21,9,14,0,2,14,0,6,24,0,0,13,6,1,0,0,2,0,0,0,5,0,30,30,30,300,3
INPUPI-310714-EL-1-5-PCU,Elba Lopez,7/31/14,2014,10:55,11:02,0:07,2,1,5,5,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,37.62,11.4,42.57,12.9,42.57,12.9,40.10,12.15,27.88901,-115.19274,66.2,19,9,12,2,6,10,0,12,18,0,0,10,2,0,0,12,1,3,2,0,0,0,30,30,30,0,
INPUPI-310714-EC-1-6-PCU,Elsa Cuellar,7/31/14,2014,11:11,11:19,0:08,2,1,6,6,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,78.21,23.7,77.88,23.6,78.21,23.7,78.05,23.65,27.89311,-115.18843,69.8,21,9.6,0,24,6,0,0,11,19,0,0,7,0,0,0,0,1,13,0,1,0,8,30,30,30,60,
INPUPI-310714-PE-1-7-PCU,Philip Ericsson,7/31/14,2014,11:14,11:23,0:09,2,1,7,7,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,76.23,23.1,77.55,23.5,77.55,23.5,76.89,23.3,27.89311,-115.18843,69.8,21,9.6,8,15,2,5,0,3,27,0,0,7,0,1,0,0,21,0,1,0,0,0,30,30,30,270,
INPUPI-310714-ML-1-8-PCU,Mitzi Leal,7/31/14,2014,11:44,11:52,0:08,2,1,8,8,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,49.50,15,50.82,15.4,50.82,15.4,50.16,15.2,27.89151,-115.19130,69.8,21,9,0,3,3,24,0,0,17,13,0,1,0,1,0,8,4,14,2,0,0,0,30,30,30,30,
INPUPI-310714-UY-2-9-PCU,Ulises Yepiz,7/31/14,2014,11:21,11:27,0:06,2,2,9,9,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,29.04,8.8,33.99,10.3,33.99,10.3,31.52,9.55,27.88840,-115.19261,69.8,21,10,0,1,15,14,0,0,30,0,0,0,1,4,0,10,2,7,2,2,1,0,30,30,30,330,1
INPUPI-310714-EA-2-10-PCU,Esmeralda Alba–ez,7/31/14,2014,12:35,12:43,0:08,2,2,10,10,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,29.04,8.8,32.67,9.9,32.67,9.9,30.86,9.35,27.8884,-115.19261,69.8,21,9,3,0,1,26,0,10,20,0,0,2,2,1,0,0,15,0,0,0,6,0,30,30,30,150,4
INPUPI-310714-AH-2-11-PCU,Arturo Hernandez,7/31/14,2014,12:22,12:25,0:03,2,2,11,11,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,33.99,10.3,32.01,9.7,33.99,10.3,33.00,10,27.88814,-115.19159,69.8,21,10,0,2,7,21,0,3,23,4,0,2,4,0,0,0,17,7,0,0,0,0,30,30,30,60,
INPUPI-310714-SG-2-12-PCU,Sulema Garcia,7/31/14,2014,12:43,12:52,0:09,2,2,12,12,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,35.97,10.9,35.31,10.7,35.97,10.9,35.64,10.8,27.88799,-115.19151,69.8,21,9,8,6,10,6,0,10,20,0,0,8,2,2,0,0,2,15,1,0,0,0,30,30,30,60,
INPUPI-310714-EL-2-13-PCU,Elba Lopez,7/31/14,2014,12:47,12:55,0:08,2,2,13,13,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,39.93,12.1,39.60,12,39.93,12.1,39.77,12.05,27.88799,-115.19151,66.2,19,9,0,2,9,19,0,1,29,0,0,7,0,0,0,3,2,15,2,1,0,0,30,30,30,240,
INPUPI-310714-EC-2-14-PCU,Elsa Cuellar,7/31/14,2014,12:51,13:01,0:10,2,2,14,14,Punta Prieta,"Punta Prieta, Isla Natividad Baja California Sur",1,27.06,8.2,35.64,10.8,35.64,10.8,31.35,9.5,27.88836,-115.19335,69.8,21,9.4,0,3,0,27,0,0,8,12,10,2,0,1,0,10,9,2,1,1,0,0,30,30,30,90,4
