codigo,observador,fecha,a–o,tiempo inicio,tiempo final,tiempo total,epoca,no. buceo,no. replica,no. transecto,sitio,sitio en extenso,tipo de sitio,prof inicial (ft),prof inicial (m),prof final (ft),prof final (m),prof max (ft),prof max (m),prof X (ft),prof X (m),latitud (N),longitud (W),temperatura (¡F),temperatura (¡C),visibilidad (m),especie,abundancia,# guias,Distancia,EXTRAPOLACION,Extrapolaci—n de las guias,Observaciones
INLAPL-140806-AM-1-1-DA,Abraham Mayoral,8/14/06,2006,10:43,10:49,0:06,2,1,1,1,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,40.59,12.3,36.96,11.2,40.59,12.3,n/d,11.75,27.8484,-115.16056,n/d,n/d,6,Coliflor,5,,,,,
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,2
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,4
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,9
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,2
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,2
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,4
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,1
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,1
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,2
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,1
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,2
INLAPL-150806-AM-1-7-DA,Abraham Mayoral,8/15/06,2006,10:01,10:09,0:08,2,1,7,7,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,41.25,12.5,32.67,9.9,41.25,12.5,n/d,11.2,27.84683,-115.16466,n/d,n/d,8,Sargazo gigante,1,1
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Coliflor,61,
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,18
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,2
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,2
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,4
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,3
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,3
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,21
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,2
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,13
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,15
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,36
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,1,
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,8,
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,35,
INLAPL-150806-AM-2-8-DA,Abraham Mayoral,8/15/06,2006,12:01,12:12,0:11,2,2,8,8,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,19.8,6,17.16,5.2,19.8,6,n/d,5.6,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,14,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Coliflor,75,,20
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,18,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,25,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,8,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,11,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,9,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,15,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,12,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,12,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,4,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,16,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,16,
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,17
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,7
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,26
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,9
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,2
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,7
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,4
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,5
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,2
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,1
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,9
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,2
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,2
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,19
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,24
INLAPL-150806-AM-2-9-DA,Abraham Mayoral,8/15/06,2006,12:34,12:50,0:16,2,2,9,9,La Plana/Las Cuevas,"La Plana/Las Cuevas, Isla Natividad Baja California Sur",1,18.81,5.7,12.54,3.8,18.81,5.7,n/d,4.75,27.84966,-115.16748,n/d,n/d,4,Sargazo gigante,1,9
