"Observer","Date","Year","TimeInitial","TimeFinal","TransectNumber","Site","Location","Country","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","MidTransDepth_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","TotalCounts","Distance","ExtrapolationValue","Status"
"Roguer Romero","10/8/12","2012","10:08","10:14","1","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18.4","19","19","18.7","24.65232","-112.18105","24","","Panulirusinflatus",12,NA,NA,"Concession"
"Roguer Romero","10/8/12","2012","10:08","10:14","1","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18.4","19","19","18.7","24.65232","-112.18105","24","","Panulirusinterruptus",0,NA,NA,"Concession"
"Roguer Romero","10/8/12","2012","10:08","10:14","1","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18.4","19","19","18.7","24.65232","-112.18105","24","","Phatariaunifascialis",0,NA,NA,"NoConcession"
"Roguer Romero","10/8/12","2012","10:08","10:14","1","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18.4","19","19","18.7","24.65232","-112.18105","24","","Sunstarsp",0,NA,NA,"NoConcession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Centrostephanuscoronatus",0,NA,NA,"NoConcession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Echinometravanbrunti",0,NA,NA,"NoConcession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Eucidaristhouarsii",15,NA,NA,"NoConcession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Haliotiscorrugata",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Haliotiscracherodii",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Haliotisfulgens",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Haliotisrufescens",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Haliotissorenseni",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Hexaplexprinceps",1,NA,NA,"NoConcession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Isostichopusfuscus",0,NA,NA,"NoConcession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Isostichopusfuscus",0,NA,NA,"NoConcession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Megastraeaturbanica",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Megastraeaundosa",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Muriceacalifornica",0,NA,NA,"NoConcession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Octopusbimaculatus",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Octopusrubescens",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Octopussp",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Panulirusinflatus",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Panulirusinterruptus",0,NA,NA,"Concession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Phatariaunifascialis",0,NA,NA,"NoConcession"
"Cipriano Romero","10/8/12","2012","10:28","10:33","2","IslaMagdalena","PuntaBlanca","Mexico","Reserve","16","15","16","15.5","24.65487","-112.1813","24","-","Sunstarsp",0,NA,NA,"NoConcession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Centrostephanuscoronatus",2,NA,NA,"NoConcession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Echinometravanbrunti",0,NA,NA,"NoConcession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Eucidaristhouarsii",15,NA,NA,"NoConcession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Haliotiscorrugata",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Haliotiscracherodii",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Haliotisfulgens",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Haliotisrufescens",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Haliotissorenseni",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Hexaplexprinceps",1,NA,NA,"NoConcession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Isostichopusfuscus",0,NA,NA,"NoConcession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Isostichopusfuscus",0,NA,NA,"NoConcession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Megastraeaturbanica",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Megastraeaundosa",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Muriceacalifornica",0,NA,NA,"NoConcession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Octopusbimaculatus",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Octopusrubescens",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Octopussp",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Panulirusinflatus",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Panulirusinterruptus",0,NA,NA,"Concession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Phatariaunifascialis",2,NA,NA,"NoConcession"
"Raul Romero","10/8/12","2012","10:03","10:09","3","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17.1","17.1","16.35","24.65307","-112.18046","24","-","Sunstarsp",0,NA,NA,"NoConcession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Centrostephanuscoronatus",0,NA,NA,"NoConcession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Echinometravanbrunti",0,NA,NA,"NoConcession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Eucidaristhouarsii",13,NA,NA,"NoConcession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Haliotiscorrugata",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Haliotiscracherodii",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Haliotisfulgens",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Haliotisrufescens",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Haliotissorenseni",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Hexaplexprinceps",0,NA,NA,"NoConcession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Isostichopusfuscus",0,NA,NA,"NoConcession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Isostichopusfuscus",0,NA,NA,"NoConcession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Megastraeaturbanica",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Megastraeaundosa",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Muriceacalifornica",0,NA,NA,"NoConcession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Octopusbimaculatus",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Octopusrubescens",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Octopussp",0,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Panulirusinflatus",7,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Panulirusinterruptus",3,NA,NA,"Concession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Phatariaunifascialis",4,NA,NA,"NoConcession"
"Omar Rangel","10/8/12","2012","10:01","10:07","4","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","17","17","16.3","24.7565307","-112.18046","24","-","Sunstarsp",0,NA,NA,"NoConcession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Centrostephanuscoronatus",0,NA,NA,"NoConcession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Echinometravanbrunti",0,NA,NA,"NoConcession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Eucidaristhouarsii",91,NA,NA,"NoConcession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Haliotiscorrugata",1,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Haliotiscracherodii",0,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Haliotisfulgens",0,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Haliotisrufescens",0,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Haliotissorenseni",0,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Hexaplexprinceps",0,NA,NA,"NoConcession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Isostichopusfuscus",3,NA,NA,"NoConcession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Isostichopusfuscus",3,NA,NA,"NoConcession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Megastraeaturbanica",0,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Megastraeaundosa",0,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Muriceacalifornica",5,NA,NA,"NoConcession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Octopusbimaculatus",0,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Octopusrubescens",2,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Octopussp",0,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Panulirusinflatus",23,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Panulirusinterruptus",0,NA,NA,"Concession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Phatariaunifascialis",0,NA,NA,"NoConcession"
"Leonardo Vazquez","10/8/12","2012","10:16","10:30","5","IslaMagdalena","PuntaBlanca","Mexico","Reserve","15.6","15.1","15.6","15.35","24.6549","-112.1813","24","-","Sunstarsp",0,NA,NA,"NoConcession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Centrostephanuscoronatus",0,NA,NA,"NoConcession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Echinometravanbrunti",0,NA,NA,"NoConcession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Eucidaristhouarsii",3,NA,NA,"NoConcession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Haliotiscorrugata",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Haliotiscracherodii",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Haliotisfulgens",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Haliotisrufescens",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Haliotissorenseni",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Hexaplexprinceps",0,NA,NA,"NoConcession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Isostichopusfuscus",0,NA,NA,"NoConcession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Isostichopusfuscus",0,NA,NA,"NoConcession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Megastraeaturbanica",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Megastraeaundosa",2,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Muriceacalifornica",0,NA,NA,"NoConcession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Octopusbimaculatus",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Octopusrubescens",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Octopussp",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Panulirusinflatus",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Panulirusinterruptus",0,NA,NA,"Concession"
"Gustavo Hinojosa","10/8/12","2012","10:00","10:10","6","IslaMagdalena","PuntaBlanca","Mexico","Reserve","18","20","20","19","24.65252","-112.18105","24","-","Phatariaunifascialis",0,NA,NA,"NoConcession"
