"Observer","Date","Year","TimeInitial","TimeFinal","TransectNumber","Location","Site","Zone","Country","DepthInitial_m","DepthFinal_m","DepthMax_m","MidTransDepth_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","SizeClass","SexClass","SpeciesPresOutTrans","Present"
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Chromispunctipinnis","7","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Chromispunctipinnis","7","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Chromispunctipinnis","7","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Chromispunctipinnis","7","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Chromispunctipinnis","7","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Chromispunctipinnis","7","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Embioticajacksoni",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Girellanigricans",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Halichoeressemicintus","9","M",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Halichoeressemicintus","12","M",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Halichoeressemicintus","8.5","H",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Halichoeressemicintus","8.5","H",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Halichoeressemicintus","8.5","H",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Halichoeressemicintus","8.5","H",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Heterodontusfrancisci",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Hypsypopsrubicundus",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Mycteropercaspp",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Ophiodonelongatus",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Oxyjuliscalifornica",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Paralabraxclathratus","25","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Paralabraxclathratus","25","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Paralabraxclathratus","29","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Paralabraxclathratus","15","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Paralabraxclathratus","35","",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Paralabraxnebulifer",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Rhacochilusvacca",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Scorpaenichthysmarmoratus",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Sebastesauriculatus",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Sebastescarnatus",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Sebasteschrysomelas",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Sebastesflavidus",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Sebastesrastrelliger",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Sebastesserranoides",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","17","M",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","12","M",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","13","H",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","6","H",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","9","H",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","12","H",NA,1
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Squatinacalifornica",NA,NA,NA,0
"Ulises Yepiz","7/28/14","2014","9:01","9:07"," 1","Babencho","IslaNatividad","Fished","Mexico","14.3","14.8","14.8","14.6","27.51753","-115.1152","22"," 6","Stereolepisgigas",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Anisotremusdavidsoni","35","",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Caulolatilusprinceps",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Chromispunctipinnis","12.5","",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Chromispunctipinnis","12.5","",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Chromispunctipinnis","12.5","",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Chromispunctipinnis","12.5","",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Chromispunctipinnis","12.5","",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Chromispunctipinnis","12.5","",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Chromispunctipinnis","12.5","",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Chromispunctipinnis","12.5","",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Embioticajacksoni",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Girellanigricans",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Halichoeressemicintus","15","M",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Heterodontusfrancisci",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Hypsypopsrubicundus",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Mycteropercaspp",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Ophiodonelongatus",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Oxyjuliscalifornica",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Paralabraxclathratus",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Paralabraxnebulifer",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Rhacochilusvacca",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Scorpaenichthysmarmoratus",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Sebastesauriculatus",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Sebastescarnatus",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Sebasteschrysomelas",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Sebastesflavidus",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Sebastesrastrelliger",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Sebastesserranoides",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","25","H",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","25","H",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","25","H",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","20","H",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","20","H",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","20","H",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","20","H",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","40","M",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","35","M",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Semicossyphuspulcher","35","M",NA,1
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Squatinacalifornica",NA,NA,NA,0
"Esmeralda Albanez","7/28/14","2014","9:36","9:44"," 2","Babencho","IslaNatividad","Fished","Mexico","14.4","15.3","15.3","14.9","27.51753","-115.1152","22"," 6","Stereolepisgigas",NA,NA,NA,0
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Anisotremusdavidsoni",NA,NA,NA,0
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Caulolatilusprinceps",NA,NA,NA,0
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
"Arturo Hernandez","7/28/14","2014","10:30","10:40"," 3","Babencho","IslaNatividad","Fished","Mexico","14.1","14.5","14.5","14.3","27.85729","-115.1871","21"," 6","Chromispunctipinnis","10","",NA,1
