"Observer","Date","Year","TimeInitial","TimeFinal","TransectNumber","Site","Location","Country","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","MidTransDepth_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","TotalCounts","Distance","ExtrapolationValue","Status"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Megastraeaturbanica",4,NA,NA,"Concession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Megastraeaundosa",50,25,60,"Concession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Megathuracrenulata",2,NA,NA,"NoConcession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Mesocentrotusfranciscanus",0,NA,NA,"Concession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Muriceasp",3,NA,NA,"NoConcession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Octopussp",0,NA,NA,"Concession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Panulirusinterruptus",0,NA,NA,"Concession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Parastichopusparvimensis",0,NA,NA,"Concession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Patiriaminiata",0,NA,NA,"NoConcession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Pisastergiganteus",1,NA,NA,"NoConcession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Strongylocentrotuspurpuratus",0,NA,NA,"NoConcession"
"Esmeralda Albanez","7/28/14","2014","10:50","10:58"," 2","IslaNatividad","Babencho","Mexico","Fished","14.4","15.3","15.3","14.85","27.51753","-115.1152","20"," 6","Sunstarsp",0,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Anemonesp",0,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Cancersp",0,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Centrostephanuscoronatus",2,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Crassedomagiganteum",2,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Haliotiscorrugata",0,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Haliotiscracherodii",0,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Haliotisfulgens",1,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Haliotisrufescens",0,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Haliotissorenseni",0,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Kelletiakelletii",0,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Lophogorgiachilensis",5,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Megastraeaturbanica",2,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Megastraeaundosa",28,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Megathuracrenulata",4,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Mesocentrotusfranciscanus",0,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Muriceasp",10,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Muriceasp",10,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Octopussp",0,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Panulirusinterruptus",8,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Parastichopusparvimensis",3,NA,NA,"Concession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Patiriaminiata",0,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Pisastergiganteus",0,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Strongylocentrotuspurpuratus",0,NA,NA,"NoConcession"
"Arturo Hernandez","7/28/14","2014","10:40","10:47"," 3","IslaNatividad","Babencho","Mexico","Fished","14.1","14.5","14.5","14.3","27.85729","-115.1871","20"," 6","Sunstarsp",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Anemonesp",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Cancersp",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Centrostephanuscoronatus",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Crassedomagiganteum",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Haliotiscorrugata",0,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Haliotiscracherodii",0,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Haliotisfulgens",0,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Haliotisrufescens",0,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Haliotissorenseni",0,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Kelletiakelletii",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Megastraeaturbanica",2,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Megastraeaundosa",17,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Megathuracrenulata",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Mesocentrotusfranciscanus",0,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Muriceasp",18,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Octopussp",0,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Panulirusinterruptus",0,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Parastichopusparvimensis",8,NA,NA,"Concession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Patiriaminiata",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Pisastergiganteus",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Strongylocentrotuspurpuratus",0,NA,NA,"NoConcession"
"Sulema Garcia ","7/28/14","2014","1:03","1:32"," 4","IslaNatividad","Babencho","Mexico","Fished","13.9","15.9","15.9","14.9","27.85729","-115.1071","20"," 7","Sunstarsp",0,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Anemonesp",0,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Cancersp",0,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Centrostephanuscoronatus",1,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Crassedomagiganteum",0,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Cypraeaspadicea",0,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Haliotiscorrugata",0,NA,NA,"Concession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Haliotiscracherodii",0,NA,NA,"Concession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Haliotisfulgens",0,NA,NA,"Concession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Haliotisrufescens",0,NA,NA,"Concession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Haliotissorenseni",0,NA,NA,"Concession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Kelletiakelletii",0,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Lophogorgiachilensis",0,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Loxorhyncusgrandis",0,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Megastraeaturbanica",0,NA,NA,"Concession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Megastraeaundosa",18,NA,NA,"Concession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Megathuracrenulata",0,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Mesocentrotusfranciscanus",0,NA,NA,"Concession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Muriceasp",1,NA,NA,"NoConcession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Octopussp",0,NA,NA,"Concession"
"Elsa Cuellar","7/28/14","2014","11:05","11:13"," 5","IslaNatividad","Babencho","Mexico","Fished","17.3","15.6","17.3","16.45","27.51761","-115.1147","20","7.4","Panulirusinterruptus",2,NA,NA,"Concession"
